name ,runs,obj_mean,obj_sd,tott_med,babn_mean,status
q050-m05-n0030,10,38596.500000,1127.835316,896.3,9229.00000000,0.0
q050-m05-n0035,10,,,,,0.0
q050-m05-n0040,10,66175.500000,1965.049745,897.7,1578.00000000,0.0
q050-m05-n0045,10,,,,,0.0
q050-m05-n0050,10,,,,,0.0
q050-m05-n0100,10,,,,,0.0
q075-m01-n0005,10,1692.900000,229.089720,0.0,0.00000000,1.0
q075-m01-n0010,10,2505.200000,416.362235,0.0,67.10000000,1.0
q075-m01-n0015,10,3769.800000,300.087691,0.2,750.00000000,1.0
q075-m01-n0020,10,5108.400000,545.290381,1.9,1342.20000000,1.0
q075-m01-n0025,10,6607.600000,361.321095,2.6,1278.90000000,1.0
q075-m01-n0030,10,,,,,0.0
q075-m01-n0035,10,9198.000000,,90.1,11211.00000000,0.1
q075-m01-n0040,10,9488.571429,828.172256,8.0,1612.85714286,0.7
q075-m01-n0045,10,11283.666667,986.607250,31.1,10502.50000000,0.6
q075-m01-n0050,10,12279.000000,565.726966,113.0,16702.33333333,0.3
q075-m01-n0100,10,,,,,0.0
q075-m02-n0005,10,2927.000000,633.597138,0.0,0.00000000,1.0
q075-m02-n0010,10,4989.900000,567.593840,0.2,487.80000000,1.0
q075-m02-n0015,10,7018.500000,1062.058823,4.7,1606.20000000,1.0
q075-m02-n0020,10,9636.400000,1253.543298,20.5,2702.00000000,0.5
q075-m02-n0025,10,10277.000000,,138.2,7059.00000000,0.1
q075-m02-n0030,10,,,,,0.0
q075-m02-n0035,10,17253.000000,,342.7,4429.00000000,0.1
q075-m02-n0040,10,19376.100000,1647.679274,896.8,9230.80000000,0.0
q075-m02-n0045,10,,,,,0.0
q075-m02-n0050,10,,,,,0.0
q075-m02-n0100,10,57645.000000,2539.233546,1027.0,120.14285714,0.0
q075-m03-n0005,10,4987.000000,1499.583424,0.0,1.90000000,1.0
q075-m03-n0010,10,7841.400000,640.544942,0.4,226.80000000,1.0
q075-m03-n0015,10,9187.125000,1114.074816,55.5,26418.00000000,0.8
q075-m03-n0020,10,,,,,0.0
q075-m03-n0025,10,,,,,0.0
q075-m03-n0030,10,,,,,0.0
q075-m03-n0035,10,,,,,0.0
q075-m03-n0040,10,28704.666667,2564.379587,897.9,3533.16666667,0.0
q075-m03-n0045,10,,,,,0.0
q075-m03-n0050,10,,,,,0.0
q075-m03-n0100,10,,,,,0.0
q075-m04-n0005,10,6777.200000,1185.303412,0.0,25.20000000,1.0
q075-m04-n0010,10,9727.125000,2483.934347,1.4,1003.50000000,0.8
q075-m04-n0015,10,15748.500000,2895.040431,12.3,1556.00000000,0.6
q075-m04-n0020,10,,,,,0.0
q075-m04-n0025,10,,,,,0.0
q075-m04-n0030,10,,,,,0.0
q075-m04-n0035,10,,,,,0.0
q075-m04-n0040,10,,,,,0.0
q075-m04-n0045,10,,,,,0.0
q075-m04-n0050,10,,,,,0.0
q075-m04-n0100,10,,,,,0.0
q075-m05-n0005,10,9281.000000,2649.602150,0.0,23.60000000,1.0
q075-m05-n0010,10,13911.000000,2246.828598,1.0,5170.00000000,0.9
q075-m05-n0015,10,17021.666667,3119.032916,19.1,2456.66666667,0.3
q075-m05-n0020,10,,,,,0.0
q075-m05-n0025,10,30878.571429,3226.920351,896.8,11443.14285714,0.0
q075-m05-n0030,10,41121.285714,2682.551442,897.3,4999.28571429,0.0
q075-m05-n0035,10,,,,,0.0
q075-m05-n0040,10,,,,,0.0
q075-m05-n0045,10,,,,,0.0
q075-m05-n0050,10,,,,,0.0
q075-m05-n0100,10,,,,,0.0
q100-m01-n0005,10,1530.600000,412.093085,0.0,0.00000000,1.0
q100-m01-n0010,10,2661.000000,604.534715,0.0,19.40000000,1.0
q100-m01-n0015,10,3697.200000,451.437408,0.4,801.10000000,1.0
q100-m01-n0020,10,5048.800000,583.282817,1.6,2069.50000000,1.0
q100-m01-n0025,10,6189.300000,649.516581,4.2,1543.10000000,1.0
q100-m01-n0030,10,,,,,0.0
q100-m01-n0035,10,8807.000000,230.516811,37.7,7091.50000000,0.2
q100-m01-n0040,10,9318.375000,1086.085624,9.3,1989.50000000,0.8
q100-m01-n0045,10,10898.571429,642.545681,28.9,5678.14285714,0.7
q100-m01-n0050,10,11768.000000,835.800215,86.6,9178.50000000,0.2
q100-m01-n0100,10,,,,,0.0
q100-m02-n0005,10,2625.000000,466.308196,0.0,3.10000000,1.0
q100-m02-n0010,10,5016.000000,1183.061002,0.1,231.70000000,1.0
q100-m02-n0015,10,7098.200000,603.693226,10.5,11455.90000000,1.0
q100-m02-n0020,10,9041.000000,1619.274529,78.7,5394.00000000,0.2
q100-m02-n0025,10,11692.000000,,442.3,13381.00000000,0.1
q100-m02-n0030,10,15166.000000,1607.960820,896.5,13541.50000000,0.0
q100-m02-n0035,10,,,,,0.0
q100-m02-n0040,10,20394.500000,1592.011045,897.8,6197.40000000,0.0
q100-m02-n0045,10,,,,,0.0
q100-m02-n0050,10,25336.000000,1688.570993,900.8,3466.50000000,0.0
q100-m02-n0100,10,58046.333333,354.519863,1158.0,48.33333333,0.0
q100-m03-n0005,10,4635.500000,646.478194,0.0,3.70000000,1.0
q100-m03-n0010,10,7276.400000,937.771732,0.3,481.80000000,1.0
q100-m03-n0015,10,11455.200000,959.952447,11.7,2146.20000000,0.5
q100-m03-n0020,10,15363.500000,1103.793685,82.8,4697.00000000,0.2
q100-m03-n0025,10,,,,,0.0
q100-m03-n0030,10,25958.666667,2812.733605,897.4,5863.33333333,0.0
q100-m03-n0035,10,,,,,0.0
q100-m03-n0040,10,,,,,0.0
q100-m03-n0045,10,,,,,0.0
q100-m03-n0050,10,,,,,0.0
q100-m03-n0100,10,91060.000000,,1403.3,0.00000000,0.0
q100-m04-n0005,10,7076.600000,1401.926310,0.0,7.70000000,1.0
q100-m04-n0010,10,10959.700000,1138.729511,0.7,6515.00000000,1.0
q100-m04-n0015,10,12552.000000,1615.031888,28.8,2265.00000000,0.2
q100-m04-n0020,10,,,,,0.0
q100-m04-n0025,10,,,,,0.0
q100-m04-n0030,10,32952.833333,4320.503046,897.6,4026.50000000,0.0
q100-m04-n0035,10,,,,,0.0
q100-m04-n0040,10,,,,,0.0
q100-m04-n0045,10,,,,,0.0
q100-m04-n0050,10,,,,,0.0
q100-m04-n0100,10,,,,,0.0
q100-m05-n0005,10,9505.400000,1947.256828,0.0,8.90000000,1.0
q100-m05-n0010,10,13762.888889,1512.752164,1.9,12460.66666667,0.9
q100-m05-n0015,10,18775.000000,,32.3,2829.00000000,0.1
q100-m05-n0020,10,,,,,0.0
q100-m05-n0025,10,35118.900000,5619.320628,896.8,8163.10000000,0.0
q100-m05-n0030,10,47667.800000,7880.652254,897.9,3313.60000000,0.0
q100-m05-n0035,10,,,,,0.0
q100-m05-n0040,10,,,,,0.0
q100-m05-n0045,10,,,,,0.0
q100-m05-n0050,10,94053.250000,2269.291281,924.4,352.25000000,0.0
q100-m05-n0100,10,,,,,0.0
